"","rank","title","revenue","ceo","position","sector","industry","hq","years","employees","sex","sexCoef","sexPred1","sexPred2"
"754",754,"Acadia Healthcare",2877.2,"Joey A. Jacobs","Chairman & Chief Executive Officer","Health Care","Health Care: Medical Facilities","Franklin, Tenn.",1,416,"M",0,0.0838530486965836,3.93435356128446e-05
"755",755,"Varian Medical Systems",2862.2,"Dow R. Wilson","President, Chief Executive Officer & Director","Health Care","Medical Products and Equipment","Palo Alto, Calif.",1,581,"M",0,0.000304342724463525,1
"756",756,"Groupon",2859.4,"Rich Williams","Chairman & Chief Executive Officer","Technology","Internet Services and Retailing","Chicago",1,584,"M",0,0.000329635012214458,2.22044604925031e-16
"757",757,"Aleris",2857.3,"Sean M. Stack","Chairman, President & Chief Executive Officer","Materials","Metals","Cleveland",1,519,"M",0,0.0838734886256201,0.992392398243454
"758",758,"Sprague Resources",2855,"David C. Glendon","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Portsmouth, N.H.",1,745,"M",0,0.0836957559308979,0.979629110767315
"759",759,"Cooper Tire & Rubber",2854.7,"Bradley E. Hughes","President, Chief Executive Officer & Director","Motor Vehicles & Parts","Motor Vehicles and Parts","Findlay, Ohio",1,713,"M",0,0.0529060702744968,0.98232496748262
"760",760,"Hain Celestial Group",2853.1,"Mark L. Schiller","Chairman, President & Chief Executive Officer","Food, Beverages & Tobacco","Food Consumer Products","Lake Success, N.Y.",1,645,"M",0,0.158573380334584,0.984206156789577
"761",761,"Penn Mutual Life Insurance",2851,"Eileen C. McDonnell","Chairman & Chief Executive Officer","Financials","Insurance: Life, Health (stock)","Horsham, Pa.",1,358,"F",1,0.105817154465187,0.776891874201336
"762",762,"Colony Capital",2842.4,"Richard B. Saltzman","President, Chief Executive Officer & Director","Financials","Real estate","Los Angeles",1,549,"M",0,0.0456192405926524,0.948805032616875
"763",763,"ArcBest",2826.5,"Judy R. McReynolds","Chairman, President & Chief Executive Officer","Transportation","Trucking, Truck Leasing","Fort Smith, Ark.",1,109,"F",1,0.0911082769096353,0.997243075644877
"764",764,"Presidio",2817.6,"Robert Cagnazzi","Chairman, President & Chief Executive Officer","Technology","Information Technology Services","New York City",1,266,"M",0,0.0629231602742105,0.998703264426799
"765",765,"TRI Pointe Group",2810.3,"Douglas F. Bauer","Chairman & Chief Executive Officer","Engineering & Construction","Homebuilders","Irvine, Calif.",1,13,"M",0,0.167037898054283,0.943507161225325
"766",766,"Annaly Capital Management",2808.5,"Kevin G. Keyes","Chairman, President & Chief Executive Officer","Financials","Diversified Financials","New York City",1,169,"M",0,0.0562013870955557,0.764854325128156
"767",767,"G-III Apparel Group",2806.9,"Morris Goldfarb","Chairman & Chief Executive Officer","Apparel","Apparel","New York City",1,729,"M",0,0.0773587849385806,0.851783535731118
"768",768,"AMC Networks",2805.7,"Joshua W. Sapan","President, Chief Executive Officer & Director","Media","Entertainment","New York City",1,234,"M",0,0.00043339421374539,1
"769",769,"Enable Midstream Partners",2803,"Rodney J. Sailor","President, Chief Executive Officer & Director","Energy","Pipelines","Oklahoma City",1,26,"M",0,0.000492695270195356,3.43552699027644e-06
"770",770,"Ciena",2801.7,"Gary B. Smith","President, Chief Executive Officer & Director","Technology","Network and Other Communications Equipment","Hanover, Md.",1,528,"M",0,0.000416315808680402,0.999999999923258
"771",771,"DSW",2799.8,"Roger L. Rawlins","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Columbus, Ohio",1,85,"M",0,0.300285172660822,2.22044604925031e-16
"772",772,"Convergys",2792.1,"Andrea J. Ayers","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","Cincinnati",1,83,"F",1,0.0718319647012814,0.963949384726799
"773",773,"Park Hotels & Resorts",2791,"Thomas J. Baltimore Jr.","Chairman, President & Chief Executive Officer","Financials","Real estate","McLean, Va.",1,546,"M",0,0.0456440649658813,0.95097821115844
"774",774,"Pool",2788.2,"Manuel J. Perez de la Mesa","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Covington, La.",1,440,"M",0,0.0837320104743016,0.980930138433507
"775",775,"Fossil Group",2788.2,"Kosta N. Kartsotis","Chairman & Chief Executive Officer","Apparel","Apparel","Richardson, Texas",1,88,"M",0,0.0773771823824851,0.85618889018684
"776",776,"Domino’s Pizza",2788,"Richard E. Allison","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Food Services","Ann Arbor, Mich.",1,132,"M",0,0.167094494915445,0.175047730635083
"777",777,"Crane",2786,"Max H. Mitchell","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Stamford, Conn.",1,48,"M",0,0.0372338620721675,0.812799835191886
"778",778,"Caleres",2785.6,"Diane M. Sullivan","Chairman, President & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","St. Louis",1,85,"F",1,0.300301310168959,2.22044604925031e-16
"779",779,"Tempur Sealy International",2754.4,"Scott L. Thompson","Chairman, President & Chief Executive Officer","Household Products","Home Equipment, Furnishings","Lexington, Ky.",1,615,"M",0,0.0912897870984908,0.999982616356679
"780",780,"Tetra Tech",2753.4,"Dan L. Batrack","Chairman, President & Chief Executive Officer","Engineering & Construction","Engineering, Construction","Pasadena, Calif.",1,171,"M",0,0.000523786180288353,0.999999999999144
"781",781,"Illumina",2752,"Francis A. deSouza","President, Chief Executive Officer & Director","Technology","Scientific,Photographic and  Control Equipment","San Diego",1,571,"M",0,0.000184154455633235,1
"782",782,"Valmont Industries",2746,"Stephen G. Kaniewski","President, Chief Executive Officer & Director","Materials","Metals","Omaha",1,51,"M",0,0.0839300090746882,0.993141466352151
"783",783,"Hill-Rom Holdings",2743.7,"John P. Groetelaars","President, Chief Executive Officer & Director","Health Care","Medical Products and Equipment","Chicago",1,36,"M",0,0.000367758768921797,1
"784",784,"Unisys",2741.8,"Peter A. Altabef","President, Chief Executive Officer & Director","Technology","Information Technology Services","Blue Bell, Pa.",1,281,"M",0,0.062968619972238,0.998808842877442
"785",785,"Zions Bancorp.",2736,"Harris H. Simmons","Chairman & Chief Executive Officer","Financials","Commercial Banks","Salt Lake City",1,39,"M",0,0.120546889368735,0.455916046605757
"786",786,"Sinclair Broadcast Group",2734.1,"Christopher S. Ripley","President, Chief Executive Officer & Director","Media","Entertainment","Hunt Valley, Md.",1,691,"M",0,0.000474245820742587,1
"787",787,"Louisiana-Pacific",2733.9,"W. Bradley Southern","Chairman & Chief Executive Officer","Materials","Building Materials, Glass","Nashville",1,511,"M",0,0.0835442651152689,0.982659500612825
"788",788,"Mettler-Toledo International",2725.1,"Olivier A. Filliol","President, Chief Executive Officer & Director","Technology","Scientific,Photographic and  Control Equipment","Columbus, Ohio",1,139,"M",0,0.000200058549690142,1
"790",790,"Kemper",2723.4,"Joseph P. Lacher Jr.","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","Chicago",1,525,"M",0,0.036271757936714,0.0360567526299
"791",791,"Cabot",2717,"Sean D. Keohane","President, Chief Executive Officer & Director","Chemicals","Chemicals","Boston",1,459,"M",0,0.000402813632219176,0.999999999980343
"792",792,"Great Plains Energy",2708.2,"Terry D. Bassham","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","Kansas City, Mo.",1,267,"M",0,0.243094564330623,0.000561454554621987
"793",793,"Rent-A-Center",2702.5,"Mitchell E. Fadel","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Other","Plano, Texas",1,207,"M",0,0.0672754629711424,0.272815701259989
"794",794,"Hawaiian Holdings",2695.6,"Peter R. Ingram","President, Chief Executive Officer & Director","Transportation","Airlines","Honolulu",1,583,"M",0,0.111789472055734,0.998571564635181
"795",795,"Revlon",2693.7,"Debra G. Perelman","Vice Chairman & Chief Executive Officer","Household Products","Household and Personal Products","New York City",1,644,"F",1,0.214756706335931,0.996041725870068
"796",796,"Syneos Health",2672.1,"Alistair MacDonald","Chairman & Chief Executive Officer","Health Care","Health Care: Pharmacy and Other Services","Raleigh, N.C.",1,291,"M",0,0.153976186321441,0.0185276468149928
"797",797,"Public Storage",2668.5,"Ronald L. Havner Jr.","Chairman & Chief Executive Officer","Financials","Real estate","Glendale, Calif.",1,527,"M",0,0.0456980369279174,0.955369531623286
"798",798,"TTM Technologies",2658.6,"Thomas T. Edman","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Costa Mesa, Calif.",1,350,"M",0,0.043889450692227,0.997752542945835
"799",799,"Vectren",2657.3,"Carl L. Chapman","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","Evansville, Ind.",1,524,"M",0,0.243110027327206,0.000576807660979153
"800",800,"Trimble",2654.2,"Steven W. Berglund","President, Chief Executive Officer & Director","Technology","Scientific,Photographic and  Control Equipment","Sunnyvale, Calif.",1,722,"M",0,0.000226867172765634,1
"801",801,"NOW",2648,"Robert R. Workman","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Houston",1,457,"M",0,0.0837926850515832,0.98289082235073
"802",802,"Spirit Airlines",2647.7,"Robert L. Fornaro","Chairman & Chief Executive Officer","Transportation","Airlines","Miramar, Fla.",1,568,"M",0,0.111807332831045,0.998616510736548
"803",803,"ASGN",2625.9,"Peter T. Dameris","Chief Executive Officer & Director","Business Services","Temporary Help","Calabasas, Calif.",1,386,"M",0,0.000488775483640833,1
"804",804,"Lincoln Electric Holdings",2624.4,"Christopher L. Mapes","Chairman, President & Chief Executive Officer","Industrials","Industrial Machinery","Cleveland",1,58,"M",0,0.037294143337535,0.828689429164679
"805",805,"Prologis",2618.1,"Hamid R. Moghadam","Chairman & Chief Executive Officer","Financials","Real estate","San Francisco",1,20,"M",0,0.0457158517555753,0.95670315941896
"806",806,"Range Resources",2611,"Jeffrey L. Ventura","Chairman, President & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Fort Worth",1,667,"M",0,0.0459692705609066,0.00013235255301386
"807",807,"Teledyne Technologies",2603.8,"Robert Mehrabian","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Thousand Oaks, Calif.",1,45,"M",0,0.160443353811575,1
"808",808,"Vishay Intertechnology",2603.5,"Gerald Paul","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Malvern, Pa.",1,304,"M",0,0.0439118644213845,0.997841687697685
"809",809,"Boston Properties",2602.1,"Owen D. Thomas","Chief Executive Officer","Financials","Real estate","Boston",1,663,"M",0,0.0457249282567693,0.957398254065496
"810",810,"Applied Industrial Technologies",2593.7,"Neil A. Schrimsher","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Cleveland",1,526,"M",0,0.0838127708424458,0.983485337732455
"811",811,"Graham Holdings",2591.8,"Timothy J. O�Shaughnessy","President, Chief Executive Officer & Director","Business Services","Education","Arlington, Va.",1,175,"M",0,2.21177243187043e-16,1
"812",812,"Amica Mutual Insurance",2589.6,"Robert A. DiMuccio","Chairman, President & Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","Lincoln, R.I.",1,380,"M",0,0.000531422924027236,2.22044604925031e-16
"813",813,"Concho Resources",2586,"Timothy A. Leach","Chairman & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Midland, Texas",1,9,"M",0,0.0459852095751802,0.00013637379549702
"814",814,"ITT",2585.3,"Denise L. Ramos","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","White Plains, N.Y.",1,36,"F",1,0.037316851131675,0.834622161029146
"815",815,"Kansas City Southern",2582.9,"Patrick J. Ottensmeyer","President, Chief Executive Officer & Director","Transportation","Railroads","Kansas City, Mo.",1,619,"M",0,0.000650231991465307,0.99714495975213
"816",816,"MDC Holdings",2577.6,"Larry A. Mizel","Chairman & Chief Executive Officer","Engineering & Construction","Homebuilders","Denver",1,19,"M",0,0.167153095965443,0.953816237622168
"817",817,"Evergy",2571,"Terry D. Bassham","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Topeka, Kans.",1,240,"M",0,0.243150608762,0.000621377442532045
"818",818,"Pinnacle Entertainment",2561.8,"Anthony M. Sanfilippo","Chairman & Chief Executive Officer","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas",1,157,"M",0,0.000498904666340434,2.22044604925031e-16
"819",819,"Hawaiian Electric Industries",2555.6,"Constance H. Lau","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Honolulu",1,390,"F",1,0.243155011007543,0.000626124361980953
"820",820,"TEGNA",2550,"David T. Lougee","President, Chief Executive Officer & Director","Media","Entertainment","McLean, Va.",1,518,"M",0,0.000550512048037127,1
"821",821,"Southwest Gas Holdings",2548.8,"John P. Hester","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Las Vegas",1,642,"M",0,0.243159571313013,0.000631523549587107
"822",822,"Vista Outdoor",2546.9,"Christopher T. Metz","Chairman & Chief Executive Officer","Household Products","Miscellaneous","Farmington, Utah",1,578,"M",0,2.30501381870418e-16,1
"823",823,"Bon-Ton Stores",2541,"William X. Tracy","President, Chief Executive Officer & Director","Retailing","General Merchandisers","York, Pa.",1,307,"M",0,0.18183194229384,2.22044604925031e-16
"824",824,"Super Micro Computer",2529.9,"Charles Liang","Chairman, President & Chief Executive Officer","Technology","Computers, Office Equipment","San Jose, Calif.",1,265,"M",0,0.000470924146392096,0.993466386918215
"825",825,"Plexus",2528.1,"Todd P. Kelsey","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Neenah, Wis.",1,171,"M",0,0.0439503035464042,0.997989377624971
"826",826,"TrueBlue",2508.8,"Patrick Beharelle","Chairman & Chief Executive Officer","Business Services","Temporary Help","Tacoma, Wash.",1,524,"M",0,0.000540504051064502,1
"827",827,"Magellan Midstream Partners",2507.7,"Michael N. Mears","Chairman, President & Chief Executive Officer","Energy","Pipelines","Tulsa, Okla.",1,29,"M",0,0.000623141142919992,4.35875697285329e-06
"828",828,"Toro",2505.2,"Richard M. Olson","Chairman, President & Chief Executive Officer","Industrials","Construction and Farm Machinery","Bloomington, Minn.",1,587,"M",0,0.000870802057468734,2.22044604925031e-16
"829",829,"Akamai Technologies",2503,"F. Thomson Leighton","Chief Executive Officer & Director","Technology","Internet Services and Retailing","Cambridge, Mass.",1,637,"M",0,0.000494097547448738,2.22044604925031e-16
"830",830,"Moog",2497.5,"John R. Scannell","Chairman & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Elma, N.Y.",1,50,"M",0,0.160495280872862,1
"831",831,"Vertex Pharmaceuticals",2488.7,"Jeffrey M. Leiden","Chairman, President & Chief Executive Officer","Health Care","Pharmaceuticals","Boston",1,248,"M",0,0.000852644381399595,2.22044604925031e-16
"832",832,"Equity Residential",2471.4,"David J. Neithercut","President, Chief Executive Officer & Director","Financials","Real estate","Chicago",1,264,"M",0,0.0457764068689578,0.961028233752463
"833",833,"Selective Insurance Group",2470,"Gregory E. Murphy","Chairman & Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","Branchville, N.J.",1,244,"M",0,0.03636783426895,0.0425582461666474
"834",834,"AptarGroup",2469.3,"Stephan B. Tanda","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Crystal Lake, Ill.",1,112,"M",0,0.000763442790455583,1
"835",835,"Benchmark Electronics",2466.8,"Paul J. Tufano","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Scottsdale, Ariz.",1,48,"M",0,0.043972603325381,0.998067789348844
"836",836,"Columbia Sportswear",2466.1,"Timothy P. Boyle","President, Chief Executive Officer & Director","Apparel","Apparel","Portland, Ore.",1,570,"M",0,0.0775141636209964,0.884219613059146
"837",837,"A. Schulman",2461.1,"Bhavesh V. Patel","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Fairlawn, Ohio",1,472,"M",0,0.00050587194143394,0.999999999983684
"838",838,"Verso",2461,"B. Christopher DiSantis","President, Chief Executive Officer & Director","Materials","Forest and Paper Products","Miamisburg, Ohio",1,449,"M",0,0.000510957707999902,0.999999999995287
"839",839,"Digital Realty Trust",2457.9,"A. William Stein","Chairman & Chief Executive Officer","Financials","Real estate","San Francisco",1,17,"M",0,0.0457925572424376,0.962181569830642
"840",840,"GNC Holdings",2453,"Kenneth A. Martindale","Chairman & Chief Executive Officer","Food & Drug Stores","Food and Drug Stores","Pittsburgh",1,69,"M",0,0.000492906539897573,0.999999999898224
"841",841,"E*Trade Financial",2452,"Karl A. Roessner","Chairman & Chief Executive Officer","Financials","Securities","New York City",1,377,"M",0,0.0504292317960374,0.962657913541305
"842",842,"Hovnanian Enterprises",2451.7,"Ara K. Hovnanian","Chairman, President & Chief Executive Officer","Engineering & Construction","Homebuilders","Red Bank, N.J.",1,32,"F",1,0.167211690721759,0.958324603599407
"843",843,"Maximus",2451,"Bruce L. Caswell","President, Chief Executive Officer & Director","Technology","Information Technology Services","Reston, Va.",1,279,"M",0,0.0631014911922831,0.999065765673151
"844",844,"Twitter",2443.3,"Jack Dorsey","Chairman & Chief Executive Officer","Technology","Internet Services and Retailing","San Francisco",1,368,"M",0,0.000528139940644356,2.22044604925031e-16
"845",845,"Par Pacific Holdings",2443.1,"William C. Pate","President, Chief Executive Officer & Director","Energy","Petroleum Refining","Houston",1,732,"M",0,0.000245220249341161,1
"846",846,"Parexel International",2441.5,"Jamie Macdonald","Chief Executive Officer","Health Care","Health Care: Pharmacy and Other Services","Waltham, Mass.",1,218,"F",1,0.154089080187086,0.0227121646527008
"847",847,"RH",2440.2,"Gary G. Friedman","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Other","Corte Madera, Calif.",1,468,"M",0,0.0673971447867171,0.319222694854142
"848",848,"Nexstar Media Group",2432,"Perry A. Sook","Chairman, President & Chief Executive Officer","Media","Entertainment","Irving, Texas",1,687,"M",0,0.000613937282026104,1
"849",849,"Knight-Swift Transportation Holdings",2425.5,"David A. Jackson","President, Chief Executive Officer & Director","Transportation","Trucking, Truck Leasing","Phoenix",1,328,"M",0,0.0913023740788042,0.998069389970702
"850",850,"Red Hat",2411.8,"James M. Whitehurst","President, Chief Executive Officer & Director","Technology","Computer Software","Raleigh, N.C.",1,47,"M",0,0.0771930812638905,0.999754847608076
"851",851,"Belden",2388.6,"John S. Stroup","Chairman, President & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","St. Louis",1,690,"M",0,0.000521216812632974,1
"852",852,"Boyd Gaming",2383.7,"Keith E. Smith","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas",1,228,"M",0,0.000575281168003427,2.22044604925031e-16
"853",853,"Primoris Services",2380,"David L. King","President, Chief Executive Officer & Director","Engineering & Construction","Engineering, Construction","Dallas",1,618,"M",0,0.000687936271478683,0.999999999999366
"854",854,"Gardner Denver",2375.4,"Vicente Reynal","Chairman & Chief Executive Officer","Industrials","Industrial Machinery","Milwaukee",1,578,"M",0,0.0374066990284499,0.855966733217821
"855",855,"Donaldson",2371.9,"Tod E. Carpenter","Chairman, President & Chief Executive Officer","Industrials","Industrial Machinery","Minneapolis",1,112,"M",0,0.0374089773432791,0.8564941486933
"856",856,"Party City Holdco",2371.6,"James M. Harrison","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Other","Elmsford, N.Y.",1,139,"M",0,0.0674169677570014,0.326732927280044
"857",857,"J.Crew Group",2370.1,"James W. Brett","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","New York City",1,692,"M",0,0.300478742350928,2.22044604925031e-16
"858",858,"EnerSys",2367.1,"David M. Shaffer","President, Chief Executive Officer & Director","Industrials","Electronics, Electrical Equip.","Reading, Pa.",1,720,"M",0,0.000537220153621489,1
"859",859,"Guess",2363.8,"Victor Herrero","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Los Angeles",1,142,"M",0,0.30048331184593,2.22044604925031e-16
"860",860,"Patterson-UTI Energy",2356.7,"William A. Hendricks Jr.","President, Chief Executive Officer & Director","Energy","Oil and Gas Equipment, Services","Houston",1,668,"M",0,0.000378722353228185,2.22044604925031e-16
"861",861,"WGL Holdings",2354.7,"Terry D. McCallister","Chairman & Chief Executive Officer","Energy","Energy","Washington",1,22,"M",0,0.000613495750116321,1
"862",862,"Wolverine World Wide",2350,"Blake W. Krueger","Chairman, President & Chief Executive Officer","Apparel","Apparel","Rockford, Mich.",1,381,"M",0,0.0775729384921138,0.89487707272365
"863",863,"Xilinx",2349.3,"Victor Peng","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","San Jose, Calif.",1,387,"M",0,0.0440360377489007,0.998282054783695
"864",864,"Vornado Realty Trust",2345.4,"Steven Roth","Chairman & Chief Executive Officer","Financials","Real estate","New York City",1,393,"M",0,0.0458490556366319,0.965798284587674
"865",865,"Middleby",2335.5,"Selim A. Bassoul","Chairman, President & Chief Executive Officer","Industrials","Industrial Machinery","Elgin, Ill.",1,681,"M",0,0.037431734760885,0.861661302091351
"866",866,"MPM Holdings",2331,"John G. Boss","President, Chief Executive Officer & Director","Chemicals","Chemicals","Waterford, N.Y.",1,514,"M",0,0.000571417430323984,0.999999999985544
"868",868,"GGP",2327.9,"Sandeep Mathrani","Chairman & Chief Executive Officer","Financials","Real estate","Chicago",1,27,"M",0,0.0458581045692337,0.966346961203115
"869",869,"Cypress Semiconductor",2327.8,"Hassane El-Khoury","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","San Jose, Calif.",1,567,"M",0,0.0440496984483451,0.998325486824519
"870",870,"Arch Coal",2324.6,"John W. Eaves","Chairman & Chief Executive Officer","Energy","Mining, Crude-Oil Production","St. Louis",1,384,"M",0,0.0461139358565425,0.000172871435684829
"871",871,"GMS",2319.1,"G. Michael Callahan Jr.","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Tucker, Ga.",1,458,"M",0,0.0839506250863739,0.987147331566402
"872",872,"Waters",2309.1,"Christopher J. O'Connell","Chairman & Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","Milford, Mass.",1,615,"M",0,0.00038919474984972,1
"873",873,"H.B. Fuller",2306,"James J. Owens","President, Chief Executive Officer & Director","Chemicals","Chemicals","St. Paul, Minn.",1,536,"M",0,0.000587356444597568,0.99999999998597
"874",874,"Affiliated Managers Group",2305,"Nathaniel Dalton","Chairman & Chief Executive Officer","Financials","Securities","West Palm Beach, Fla.",1,454,"M",0,0.0505038372449661,0.967308021450138
"875",875,"PerkinElmer",2301.3,"Robert F. Friel","Chairman, President & Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","Waltham, Mass.",1,58,"M",0,0.000396079317803077,1
"876",876,"Edgewell Personal Care",2298.4,"David P. Hatfield","Chairman, President & Chief Executive Officer","Household Products","Household and Personal Products","Chesterfield, Mo.",1,565,"M",0,0.214939195058029,0.997163451661671
"878",878,"Knights of Columbus",2290.4,"Carl A. Anderson","Chairman & Chief Executive Officer","Financials","Insurance: Life, Health (Mutual)","New Haven, Conn.",1,736,"M",0,0.100897331285702,0.921973315624084
"879",879,"IDEX",2287.3,"Andrew K. Silvernail","Chairman, President & Chief Executive Officer","Industrials","Industrial Machinery","Lake Forest, Ill.",1,622,"M",0,0.0374636458717427,0.86866776632379
"880",880,"DST Systems",2284.4,"William C. Stone","CEO-SS&C Technologies Holdings","Business Services","Financial Data Services","Kansas City, Mo.",1,132,"M",0,0.000562297536217196,1
"881",881,"Chico’s FAS",2282.4,"Shelley G. Broader","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Apparel","Fort Myers, Fla.",1,89,"F",1,0.300533353904302,2.22044604925031e-16
"882",882,"Nu Skin Enterprises",2279.1,"Ritch N. Wood","Chairman & Chief Executive Officer","Household Products","Household and Personal Products","Provo, Utah",1,504,"M",0,0.214952896191409,0.997235773942791
"883",883,"Herman Miller",2278.2,"Andi Owen","President, Chief Executive Officer & Director","Household Products","Home Equipment, Furnishings","Zeeland, Mich.",1,630,"F",1,0.0915246697100359,0.999988723814189
"884",884,"NLV Financial",2274.9,"Mehran Assadi","President, Chief Executive Officer & Director","Financials","Insurance: Life, Health (stock)","Montpelier, Vt.",1,3,"M",0,0.106094711197836,0.852971468170961
"885",885,"Curtiss-Wright",2271,"David C. Adams","Chairman & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Charlotte, N.C.",1,683,"M",0,0.160619963300379,1
"886",886,"New Jersey Resources",2268.6,"Laurence M. Downes","Chairman, President & Chief Executive Officer","Energy","Energy","Wall, N.J.",1,2,"M",0,0.000670479351531895,1
"887",887,"REV Group",2267.8,"Timothy W. Sullivan","President, Chief Executive Officer & Director","Motor Vehicles & Parts","Motor Vehicles and Parts","Milwaukee",1,644,"M",0,0.0531951417210027,0.989547504172749
"888",888,"Mueller Industries",2266.1,"Gregory L. Christopher","Chairman & Chief Executive Officer","Industrials","Industrial Machinery","Memphis",1,445,"M",0,0.0374843400095379,0.873134283545124
"889",889,"GEO Group",2263.4,"George C. Zoley","Chairman & Chief Executive Officer","Business Services","Miscellaneous","Boca Raton, Fla.",1,211,"M",0,0.000462383963574513,1
"890",890,"Allison Transmission Holdings",2262,"David S. Graziosi","Chairman & Chief Executive Officer","Motor Vehicles & Parts","Motor Vehicles and Parts","Indianapolis",1,266,"M",0,0.0532020630470788,0.989685066249616
"891",891,"OGE Energy",2261.1,"Sean R. Trauschke","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","Oklahoma City",1,253,"M",0,0.243318268565134,0.000848085721365367
"892",892,"Cheesecake Factory",2260.5,"David M. Overton","Chairman & Chief Executive Officer","Hotels, Restaurants & Leisure","Food Services","Calabasas Hills, Calif.",1,435,"M",0,0.167356546379669,0.255961329076167
"893",893,"PRA Health Sciences",2259.4,"Colin Shannon","Chairman, President & Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","Raleigh, N.C.",1,168,"M",0,0.000437476782924118,1
"894",894,"Tupperware Brands",2255.8,"Patricia A. Stitzel","President, Chief Executive Officer & Director","Household Products","Household and Personal Products","Orlando",1,85,"F",1,0.214980579657807,0.997379492806491
"895",895,"Euronet Worldwide",2252.4,"Michael J. Brown","Chairman, President & Chief Executive Officer","Business Services","Financial Data Services","Leawood, Kans.",1,581,"M",0,0.000596849029413839,1
"896",896,"FLEETCOR Technologies",2249.5,"Ronald F. Clarke","Chairman & Chief Executive Officer","Business Services","Financial Data Services","Peachtree Corners, Ga.",1,648,"M",0,0.000599138371679869,1
"897",897,"Nationstar Mortgage Holdings",2247,"Jay Bray","Chairman, President & Chief Executive Officer","Financials","Diversified Financials","Coppell, Texas",1,635,"M",0,0.0564979532948537,0.849290602729945
"898",898,"GoDaddy",2231.9,"Scott W. Wagner","Chief Executive Officer","Technology","Internet Services and Retailing","Scottsdale, Ariz.",1,537,"M",0,0.000650757250444737,2.22044604925031e-16
"899",899,"Blackhawk Network Holdings",2231.6,"Talbott Roche","President, Chief Executive Officer & Director","Business Services","Financial Data Services","Pleasanton, Calif.",1,363,"M",0,0.000605837311112995,1
"900",900,"Cboe Global Markets",2229.1,"Edward T. Tilly","Chairman & Chief Executive Officer","Financials","Securities","Chicago",1,704,"M",0,0.0505633509543522,0.970701928095665
"901",901,"Snyder’s-Lance",2226.8,"Carlos Abrams-Rivera","President-Campbell Snacks","Food, Beverages & Tobacco","Food Consumer Products","Charlotte, N.C.",1,533,"M",0,0.158892181986143,0.991174485184033
"902",902,"Murphy Oil",2226,"Roger W. Jenkins","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","El Dorado, Ark.",1,7,"M",0,0.0461870882104993,0.000198570989828054
"903",903,"CDK Global",2220.2,"Brian Krzanich","President, Chief Executive Officer & Director","Technology","Computer Software","Hoffman Estates, Ill.",1,691,"M",0,0.0773137198375627,0.999804502772427
