"","rank","title","revenue","ceo","position","sector","industry","hq","years","employees","sex","sexCoef","sexPred1","sexPred2"
"504",504,"Genesis Healthcare",5373.7,"George V. Hager Jr.","Chief Executive Officer & Director","Health Care","Health Care: Medical Facilities","Kennett Square, Pa.",1,612,"M",0,0.0833132716373621,1.620576279434e-05
"505",505,"Michaels Cos.",5362,"Carl S. Rubin","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Other","Irving, Texas",1,397,"M",0,0.0666496613202542,0.116420346830823
"506",506,"Advanced Micro Devices",5329,"Lisa T. Su","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Santa Clara, Calif.",1,691,"F",1,0.0432544788069316,0.993515438629946
"507",507,"Zoetis",5307,"Juan Ram�n Alaix","Chairman & Chief Executive Officer","Health Care","Pharmaceuticals","Parsippany, N.J.",1,712,"M",0,0.000145426229874952,2.22044604925031e-16
"508",508,"Williams-Sonoma",5292.4,"Laura J. Alber","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Other","San Francisco",1,223,"F",1,0.0666554100622124,0.117053684091966
"509",509,"Fortune Brands Home & Security",5283.3,"Christopher J. Klein","Chairman & Chief Executive Officer","Household Products","Home Equipment, Furnishings","Deerfield, Ill.",1,311,"M",0,0.0907037526899767,0.999953824583072
"510",510,"Big Lots",5271,"Bruce K. Thorn","Executive V.P.-Principal Executive Officer","Retailing","Specialty Retailers: Other","Columbus, Ohio",1,303,"M",0,0.0666597020333865,0.117772206800995
"511",511,"Robert Half International",5266.8,"Harold M. Messmer Jr.","Chairman & Chief Executive Officer","Business Services","Temporary Help","Menlo Park, Calif.",1,190,"M",0,-0.000146738583966061,1
"512",512,"Post Holdings",5225.8,"Robert V. Vitale","President, Chief Executive Officer & Director","Food, Beverages & Tobacco","Food Consumer Products","St. Louis",1,67,"M",0,0.158036013230648,0.962331442791487
"513",513,"Hasbro",5209.8,"Brian D. Goldner","Chairman & Chief Executive Officer","Household Products","Toys, Sporting Goods","Pawtucket, R.I.",1,519,"M",0,3.0444397003393e-16,1
"514",514,"Hanover Insurance Group",5184.4,"John C. Roche","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","Worcester, Mass.",1,463,"M",0,0.0356704197406655,0.0134042775633493
"515",515,"Navient",5179,"John F. Remondi","President, Chief Executive Officer & Director","Financials","Diversified Financials","Wilmington, Del.",1,586,"M",0,0.0556569516330526,0.567952610255933
"516",516,"Intuit",5177,"Brad D. Smith","Chairman, President & Chief Executive Officer","Technology","Computer Software","Mountain View, Calif.",1,674,"M",0,0.0764614607687639,0.999145065369439
"517",517,"Domtar",5157,"John D. Williams","President, Chief Executive Officer & Director","Materials","Forest and Paper Products","Fort Mill, S.C.",1,36,"M",0,-0.000191480278102703,0.999999999984402
"518",518,"Marathon Oil",5153,"Lee M. Tillman","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","Houston",1,248,"M",0,0.0453413093703029,4.58705173269979e-05
"519",519,"Cerner",5142.3,"D. Brent Shafer","Chairman & Chief Executive Officer","Health Care","Health Care: Pharmacy and Other Services","North Kansas City, Mo.",1,333,"M",0,0.153372674571214,0.0067853884318137
"520",520,"Analog Devices",5107.5,"Vincent T. Roche","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Norwood, Mass.",1,156,"M",0,0.0432832048264472,0.993770560078384
"521",521,"Telephone & Data Systems",5044,"LeRoy T. Carlson Jr.","President, Chief Executive Officer & Director","Telecommunications","Telecommunications","Chicago",1,728,"M",0,-0.00018431364459388,1
"522",522,"Essendant",5037.3,"Richard D. Phillips","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Electronics and Office Equipment","Deerfield, Ill.",1,578,"M",0,0.000174877525060601,0.99999999925374
"523",523,"Sonoco Products",5036.7,"Robert C. Tiede","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Hartsville, S.C.",1,291,"M",0,8.20676724969456e-05,1
"524",524,"Juniper Networks",5027.2,"Rami Rahim","Chairman & Chief Executive Officer","Technology","Network and Other Communications Equipment","Sunnyvale, Calif.",1,718,"M",0,-0.000119071410006447,0.999999999811428
"525",525,"Commercial Metals",4999.1,"Barbara R. Smith","Chairman, President & Chief Executive Officer","Materials","Metals","Irving, Texas",1,688,"F",1,0.083369360061111,0.982501376383009
"526",526,"CSRA",4993,"Lawrence B. Prior III","Chief Executive Officer & Director","Technology","Information Technology Services","Falls Church, Va.",1,210,"M",0,0.0624055933969,0.996918770626342
"527",527,"Under Armour",4976.6,"Kevin A. Plank","Chairman & Chief Executive Officer","Apparel","Apparel","Baltimore",1,65,"M",0,0.0768364280175318,0.705032875913605
"528",528,"RPM International",4958.2,"Frank C. Sullivan","Chairman & Chief Executive Officer","Chemicals","Chemicals","Medina, Ohio",1,136,"M",0,-0.000172109941453512,0.999999999947789
"529",529,"Total System Services",4928,"M. Troy Woods","Chairman, President & Chief Executive Officer","Business Services","Financial Data Services","Columbus, Ga.",1,75,"M",0,-0.000211382759026693,1
"530",530,"Levi Strauss",4904,"Charles V. Bergh","President, Chief Executive Officer & Director","Apparel","Apparel","San Francisco",1,121,"M",0,0.0768421216223059,0.706237975788865
"531",531,"Brunswick",4897.6,"Mark D. Schwabero","Chairman & Chief Executive Officer","Transportation","Transportation Equipment","Mettawa, Ill.",1,153,"M",0,-0.000181578912867471,0.999999999984633
"532",532,"YRC Worldwide",4891,"Darren D. Hawkins","Chief Executive Officer","Transportation","Trucking, Truck Leasing","Overland Park, Kans.",1,405,"M",0,0.0906050702852233,0.993592079948179
"534",534,"FM Global",4874.8,"Thomas A. Lawson","Chairman, President & Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","Johnston, R.I.",1,523,"M",0,0.0357115824141356,0.0142000964601373
"535",535,"NiSource",4874.6,"Joseph Hamrock","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Merrillville, Ind.",1,673,"M",0,0.242532321852421,0.000215644626527357
"536",536,"Caesars Entertainment",4852,"Mark P. Frissora","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas",1,602,"M",0,-0.000119628522661408,2.22044604925031e-16
"537",537,"Electronic Arts",4845,"Andrew Wilson","Chief Executive Officer & Director","Technology","Entertainment","Redwood City, Calif.",1,690,"M",0,0.000139339964312917,1
"538",538,"Dynegy",4842,"Curtis A. Morgan","CEO-Vistra Energy","Energy","Energy","Houston",1,257,"M",0,-9.74632291905518e-05,1
"539",539,"McCormick",4834.1,"Lawrence E. Kurzius","Chairman, President & Chief Executive Officer","Food, Beverages & Tobacco","Food Consumer Products","Sparks, Md.",1,74,"M",0,0.158092065473985,0.965191522473134
"540",540,"T. Rowe Price",4793,"William J. Stromberg","President, Chief Executive Officer & Director","Financials","Securities","Baltimore",1,591,"M",0,0.049767122074017,0.891499999447067
"541",541,"Orbital ATK",4764,"Blake Larson","President, Chief Executive Officer & Director","Aerospace & Defense","Aerospace and Defense","Dulles, Va.",1,122,"M",0,0.159859913609296,1
"542",542,"Tutor Perini",4757.2,"Ronald N. Tutor","Chairman & Chief Executive Officer","Engineering & Construction","Engineering, Construction","Sylmar, Calif.",1,38,"M",0,3.06545604007421e-06,0.999999999997923
"543",543,"Brookdale Senior Living",4747.1,"Lucinda M. Baier","President, Chief Executive Officer & Director","Health Care","Health Care: Medical Facilities","Brentwood, Tenn.",1,598,"F",1,0.0833931183377038,1.8116198591538e-05
"544",544,"Huntington Bancshares",4740,"Stephen D. Steinour","Chairman, President & Chief Executive Officer","Financials","Commercial Banks","Columbus, Ohio",1,167,"M",0,0.120019144395667,0.253966035657482
"545",545,"Wayfair",4720.9,"Niraj S. Shah","Co-Chairman, President & Chief Executive Officer","Technology","Internet Services and Retailing","Boston",1,641,"M",0,-0.000130449730781197,2.22044604925031e-16
"547",547,"Xylem",4707,"Patrick K. Decker","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Rye Brook, N.Y.",1,176,"M",0,0.0367303606939875,0.647851063618203
"549",549,"Hyatt Hotels",4685,"Mark S. Hoplamazian","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Chicago",1,493,"M",0,-9.22434858431954e-05,2.22044604925031e-16
"550",550,"Sprouts Farmers Market",4664.6,"Amin N. Maredia","Chairman & Chief Executive Officer","Food & Drug Stores","Food and Drug Stores","Phoenix",1,343,"M",0,-0.000145812375683929,0.999999999692219
"551",551,"Diebold Nixdorf",4609.3,"Gerrard B. Schmid","President, Chief Executive Officer & Director","Technology","Computers, Office Equipment","North Canton, Ohio",1,304,"M",0,-0.000130399574857703,0.981696785612321
"552",552,"Roper Technologies",4607.5,"L. Neil Hunn","Chairman, President & Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","Sarasota, Fla.",1,133,"M",0,-0.000318208109524947,1
"553",553,"Smart & Final Stores",4570.6,"David G. Hirz","President, Chief Executive Officer & Director","Food & Drug Stores","Food and Drug Stores","Commerce, Calif.",1,633,"M",0,-0.00014051208282402,0.999999999693255
"554",554,"CommScope Holding",4560.6,"Marvin S. Edwards Jr.","President, Chief Executive Officer & Director","Technology","Network and Other Communications Equipment","Hickory, N.C.",1,275,"M",0,-5.73678337363807e-05,0.999999999827222
"556",556,"Diplomat Pharmacy",4485.2,"Brian Griffin","Interim Chief Executive Officer & Director","Health Care","Health Care: Pharmacy and Other Services","Flint, Mich.",1,247,"M",0,0.153447275427094,0.00748336749260481
"557",557,"Chipotle Mexican Grill",4476.4,"Brian R. Niccol","Chairman & Chief Executive Officer","Hotels, Restaurants & Leisure","Food Services","Denver",1,613,"M",0,0.166612487624566,0.0844103503535238
"558",558,"Agilent Technologies",4472,"Michael R. McMullen","President, Chief Executive Officer & Director","Technology","Scientific,Photographic and  Control Equipment","Santa Clara, Calif.",1,118,"M",0,-0.00030664262308116,1
"559",559,"Science Applications International",4454,"Anthony J. Moraco","Chairman & Chief Executive Officer","Technology","Information Technology Services","Reston, Va.",1,159,"M",0,0.0624729942537564,0.997192468044891
"560",560,"MDU Resources Group",4443.8,"David L. Goodin","President, Chief Executive Officer & Director","Energy","Energy","Bismarck, N.D.",1,41,"M",0,-5.32436574730388e-05,1
"561",561,"Select Medical Holdings",4443.6,"David S. Chernow","President, Chief Executive Officer & Director","Health Care","Health Care: Medical Facilities","Mechanicsburg, Pa.",1,424,"M",0,0.0834297078403603,1.90414139780311e-05
"562",562,"Boise Cascade",4432,"Thomas K. Corrick","Chairman & Chief Executive Officer","Wholesalers","Wholesalers: Diversified","Boise, Idaho",1,577,"M",0,0.0832655819680932,0.958293194030582
"563",563,"National General Holdings",4430.9,"Barry Karfunkel","President, Chief Executive Officer & Director","Financials","Insurance: Property and Casualty (Stock)","New York City",1,633,"M",0,0.0357713605535555,0.0154460416263595
"564",564,"SCANA",4407,"Jimmy E. Addison","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Cayce, S.C.",1,516,"M",0,0.242591664408086,0.000234226996046676
"565",565,"Graphic Packaging Holding",4403.7,"Michael P. Doss","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Atlanta",1,109,"M",0,0.000168824671477955,1
"566",566,"Fastenal",4390.5,"Daniel L. Florness","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Winona, Minn.",1,282,"M",0,0.0832741898032212,0.958849757209516
"567",567,"Schneider National",4383.6,"Christopher B. Lofgren","President, Chief Executive Officer & Director","Transportation","Trucking, Truck Leasing","Green Bay, Wis.",1,226,"M",0,0.0906777372035085,0.994234272013986
"569",569,"Beacon Roofing Supply",4376.7,"Paul M. Isabella","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Herndon, Va.",1,520,"M",0,0.0832809640968061,0.959339316309528
"570",570,"KB Home",4368.5,"Jeffrey T. Mezger","Chairman, President & Chief Executive Officer","Engineering & Construction","Homebuilders","Los Angeles",1,33,"M",0,0.166609721206668,0.888890658676565
"571",571,"Equinix",4368.4,"Charles J. Meyers","Chairman, President & Interim Chief Executive Officer","Financials","Real estate","Redwood City, Calif.",1,626,"M",0,0.0451998425054364,0.900123957996909
"572",572,"Terex",4363.4,"John L. Garrison Jr.","President, Chief Executive Officer & Director","Industrials","Construction and Farm Machinery","Westport, Conn.",1,52,"M",0,0.000305237794085246,2.22044604925031e-16
"573",573,"Crown Castle International",4355.6,"Jay A. Brown","President, Chief Executive Officer & Director","Financials","Real estate","Houston",1,459,"M",0,0.0452042925365386,0.90083285345887
"574",574,"CACI International",4354.6,"Kenneth Asbury","President, Chief Executive Officer & Director","Technology","Information Technology Services","Arlington, Va.",1,213,"M",0,0.062506306998214,0.997352739603713
"575",575,"Watsco",4342,"Albert H. Nahmad","Chairman & Chief Executive Officer","Wholesalers","Wholesalers: Diversified","Miami",1,514,"M",0,0.0832943821926399,0.960271005204474
"576",576,"Coca-Cola Bottling",4323.7,"J. Frank Harrison III","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Beverages","Charlotte, N.C.",1,161,"M",0,0.000184223199023346,2.22044604925031e-16
"577",577,"Welltower",4316.6,"Thomas J. DeRosa","Chairman & Chief Executive Officer","Financials","Real estate","Toledo, Ohio",1,438,"M",0,0.0452129463193201,0.902102925346525
"578",578,"ADT",4315.5,"Timothy J. Whall","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","Boca Raton, Fla.",1,202,"M",0,0.0714054909038734,0.927628214086628
"579",579,"Ametek",4300.2,"David A. Zapico","Chairman & Chief Executive Officer","Technology","Scientific,Photographic and  Control Equipment","Berwyn, Pa.",1,184,"M",0,-0.000260604673404789,1
"580",580,"CNO Financial Group",4297.2,"Gary C. Bhojwani","Chairman & Chief Executive Officer","Financials","Insurance: Life, Health (stock)","Carmel, Ind.",1,365,"M",0,0.105419716144312,0.637479847127624
"581",581,"Camping World Holdings",4285.3,"Marcus A. Lemonis","Chairman & Chief Executive Officer","Retailing","Automotive Retailing, Services","Lincolnshire, Ill.",1,43,"M",0,0.10051850870784,1
"582",582,"LPL Financial Holdings",4281.5,"Dan H. Arnold","President, Chief Executive Officer & Director","Financials","Securities","Boston",1,382,"M",0,0.0498561121289592,0.904193457728634
"583",583,"Noble Energy",4256,"David L. Stover","Chairman, President & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Houston",1,245,"M",0,0.0454770950525866,5.6164126977323e-05
"584",584,"Bloomin’ Brands",4213.3,"Elizabeth A. Smith","Chairman, President & Chief Executive Officer","Hotels, Restaurants & Leisure","Food Services","Tampa",1,738,"F",1,0.166670903415201,0.0921766498690975
"585",585,"Moody’s",4204.1,"Raymond W. McDaniel Jr.","President, Chief Executive Officer & Director","Business Services","Financial Data Services","New York City",1,77,"M",0,-9.34994351101393e-05,1
"586",586,"Symantec",4191,"Gregory S. Clark","Chairman & Chief Executive Officer","Technology","Computer Software","Mountain View, Calif.",1,109,"M",0,0.0766073239223028,0.999310875636644
"587",587,"Amkor Technology",4186.5,"Stephen D. Kelley","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Tempe, Ariz.",1,353,"M",0,0.0434232346943453,0.994940042483762
"588",588,"Skechers U.S.A.",4180.8,"Robert Greenberg","Chairman & Chief Executive Officer","Apparel","Apparel","Manhattan Beach, Calif.",1,672,"M",0,0.0769647030946536,0.743951786729426
"589",589,"KBR",4171,"Stuart Bradie","President, Chief Executive Officer & Director","Engineering & Construction","Engineering, Construction","Houston",1,275,"M",0,0.000102395802815596,0.999999999998219
"590",590,"Tiffany",4169.8,"Alessandro Bogliolo","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Other","New York City",1,111,"M",0,0.0668268743344923,0.146266201639353
"591",591,"Torchmark",4155.6,"Gary L. Coleman/Larry M. Hutchison","Co-Chairman & Co-Chief Executive Officer","Financials","Insurance: Life, Health (stock)","McKinney, Texas",1,359,"M",0,0.105442882726202,0.645625260906207
"592",592,"Broadridge Financial Solutions",4142.6,"Richard J. Daly","Chairman & Chief Executive Officer","Business Services","Financial Data Services","Lake Success, N.Y.",1,36,"M",0,-7.82312565779798e-05,1
"594",594,"CF Industries Holdings",4130.2,"W. Anthony Will","President, Chief Executive Officer & Director","Chemicals","Chemicals","Deerfield, Ill.",1,273,"M",0,-3.27134623884723e-05,0.999999999957889
"595",595,"Carlisle",4089.9,"D. Christian Koch","President, Chief Executive Officer & Director","Materials","Building Materials, Glass","Scottsdale, Ariz.",1,144,"M",0,0.0831193999460692,0.964162760661403
"596",596,"Silgan Holdings",4089.9,"Anthony J. Allott","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Stamford, Conn.",1,92,"M",0,0.000235679209875415,1
"597",597,"Bemis",4046.2,"William F. Austen","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Neenah, Wis.",1,182,"M",0,0.000237218686435962,1
"598",598,"CA",4036,"Michael P. Gregoire","Chairman & Chief Executive Officer","Technology","Computer Software","New York City",1,75,"M",0,0.0766325868663138,0.999336939760901
"599",599,"Hub Group",4034.9,"David P. Yeager","Chairman & Chief Executive Officer","Transportation","Transportation and Logistics","Oak Brook, Ill.",1,452,"M",0,6.03194898046427e-05,0.999999999990783
"600",600,"Worldpay",4026.5,"Charles D. Drucker/Philip E.R. Jansen","Chairman & Co-Chief Executive Officer","Business Services","Financial Data Services","Symmes Township, Ohio",1,373,"M",0,-6.16239332546309e-05,1
"601",601,"Ingles Markets",4002.7,"James W. Lanning","President, Chief Executive Officer & Director","Food & Drug Stores","Food and Drug Stores","Black Mountain, N.C.",1,191,"M",0,-3.85027576806003e-05,0.999999999738673
"602",602,"Snap-on",4000.3,"Nicholas T. Pinchuk","Chairman, President & Chief Executive Officer","Industrials","Industrial Machinery","Kenosha, Wis.",1,95,"M",0,0.0368462174962162,0.687157314148816
"603",603,"Dentsply Sirona",3993.4,"Donald M. Casey Jr.","Chairman & Chief Executive Officer","Health Care","Medical Products and Equipment","York, Pa.",1,173,"M",0,-3.09483959762468e-05,1
"604",604,"Calumet Specialty Products",3992.4,"Timothy Go","Chief Executive Officer","Energy","Petroleum Refining","Indianapolis",1,23,"M",0,-0.000290881682949807,1
"605",605,"Global Payments",3975.2,"Jeffrey S. Sloan","Chairman & Chief Executive Officer","Business Services","Financial Data Services","Atlanta",1,36,"M",0,-5.08535713843309e-05,1
"607",607,"Martin Marietta Materials",3965.6,"C. Howard Nye","Chairman, President & Chief Executive Officer","Materials","Building Materials, Glass","Raleigh, N.C.",1,678,"M",0,0.0831452271272655,0.965588289924078
"608",608,"Nasdaq",3965,"Adena T. Friedman","President, Chief Executive Officer & Director","Financials","Securities","New York City",1,467,"F",1,0.0499112038361702,0.911371896076467
"609",609,"Leggett & Platt",3943.8,"Karl G. Glassman","President, Chief Executive Officer & Director","Household Products","Home Equipment, Furnishings","Carthage, Mo.",1,299,"M",0,0.090913398091631,0.999966337815097
"610",610,"Universal Forest Products",3941.2,"Matthew J. Missad","Chairman & Chief Executive Officer","Materials","Building Materials, Glass","Grand Rapids, Mich.",1,36,"M",0,0.0831518066027995,0.965960969563054
"611",611,"Sally Beauty Holdings",3938.3,"Christian A. Brickman","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Other","Denton, Texas",1,295,"M",0,0.0668718150542025,0.155492126695719
"612",612,"Flowers Foods",3920.7,"Allen L. Shiver","President, Chief Executive Officer & Director","Food, Beverages & Tobacco","Food Consumer Products","Thomasville, Ga.",1,726,"M",0,0.158246290872015,0.97236167409082
"614",614,"American Equity Investment Life",3891.7,"John M. Matovina","Chairman, President & Chief Executive Officer","Financials","Insurance: Life, Health (stock)","West Des Moines, Iowa",1,544,"M",0,0.105491913247411,0.66319862941738
"615",615,"Vulcan Materials",3890.3,"J. Thomas Hill","Chairman, President & Chief Executive Officer","Materials","Building Materials, Glass","Birmingham, Ala.",1,675,"M",0,0.0831625843162943,0.966535900033138
"616",616,"Taylor Morrison Home",3885.3,"Sheryl D. Palmer","Chairman, President & Chief Executive Officer","Engineering & Construction","Homebuilders","Scottsdale, Ariz.",1,28,"F",1,0.166708601955225,0.903780778239598
"617",617,"Westinghouse Air Brake",3881.8,"Raymond T. Betler","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Wilmerding, Pa.",1,202,"M",0,0.036879179200601,0.699230264883881
"618",618,"Crestwood Equity Partners",3880.9,"Robert G Phillips","Chairman, President & Chief Executive Officer","Energy","Energy","Houston",1,741,"M",0,7.22839784185771e-05,1
"619",619,"Iron Mountain",3845.6,"William L. Meaney","President, Chief Executive Officer & Director","Business Services","Diversified Outsourcing Services","Boston",1,313,"M",0,0.0714929028862261,0.936399061862856
"620",620,"Lennox International",3839.6,"Todd M. Bluedorn","Chairman & Chief Executive Officer","Industrials","Industrial Machinery","Richardson, Texas",1,68,"M",0,0.0368854315288419,0.701172798804204
"621",621,"General Cable",3837.2,"Massimo Battaini","President, Chief Executive Officer & Director","Industrials","Electronics, Electrical Equip.","Highland Heights, Ky.",1,682,"M",0,9.0331658433977e-06,0.999999999999819
"622",622,"American Eagle Outfitters",3795.5,"Jay L. Schottenstein","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Pittsburgh",1,315,"M",0,0.299954419102193,2.22044604925031e-16
"623",623,"Church & Dwight",3776.2,"Matthew T. Farrell","President, Chief Executive Officer & Director","Household Products","Household and Personal Products","Ewing, N.J.",1,466,"M",0,0.214373667324318,0.992198574606456
"624",624,"Platform Specialty Products",3775.9,"Rakesh Sachdev","Chief Executive Officer & Director","Chemicals","Chemicals","West Palm Beach, Fla.",1,646,"M",0,3.1054082477813e-05,0.999999999961905
"625",625,"JELD-WEN Holding",3763.9,"Gary S. Michel","Chairman & Interim Chief Executive Officer","Materials","Building Materials, Glass","Charlotte, N.C.",1,291,"M",0,0.0831836876183734,0.967570225586545
"626",626,"OneMain Holdings",3756,"Douglas H. Shulman","President, Chief Executive Officer & Director","Financials","Diversified Financials","Evansville, Ind.",1,40,"M",0,0.0558908314400645,0.652853711484173
"627",627,"Colfax",3736.9,"Matthew L. Trerotola","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Annapolis Junction, Md.",1,134,"M",0,0.036899942490044,0.70557738008183
"628",628,"Zebra Technologies",3722,"Anders Gustafsson","Chairman & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","Lincolnshire, Ill.",1,615,"M",0,2.33143887778996e-05,0.999999999999823
"629",629,"Andersons",3686.3,"Patrick E. Bowe","President, Chief Executive Officer & Director","Food, Beverages & Tobacco","Food Production","Maumee, Ohio",1,30,"M",0,0.00026917842772014,1
"630",630,"TD Ameritrade Holding",3685,"Timothy D. Hockey","President, Chief Executive Officer & Director","Financials","Securities","Omaha",1,46,"M",0,0.0499575958129463,0.916957516890382
"632",632,"Hubbell",3668.8,"David G. Nord","Chairman, President & Chief Executive Officer","Industrials","Electronics, Electrical Equip.","Shelton, Conn.",1,197,"M",0,3.17071888874072e-05,0.999999999999825
"633",633,"Trinity Industries",3662.8,"Timothy R. Wallace","Chairman, President & Chief Executive Officer","Transportation","Transportation Equipment","Dallas",1,164,"M",0,3.46760596045786e-05,0.999999999989033
"634",634,"Darling Ingredients",3662.3,"Randall C. Stuewe","Chairman & Chief Executive Officer","Food, Beverages & Tobacco","Food Production","Irving, Texas",1,726,"M",0,0.000280450537966903,1
"635",635,"Flowserve",3660.8,"R. Scott Rowe","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Irving, Texas",1,188,"M",0,0.0369172849758237,0.71152743300455
"636",636,"Antero Resources",3655.6,"Paul M. Rady","Chairman & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Denver",1,564,"M",0,0.0455902202659548,6.72374392567209e-05
"637",637,"Skyworks Solutions",3651.4,"Liam K. Griffin","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Woburn, Mass.",1,677,"M",0,0.0435305321357912,0.995741864982013
"638",638,"Landstar System",3648.9,"James B. Gattoni","President, Chief Executive Officer & Director","Transportation","Trucking, Truck Leasing","Jacksonville, Fla.",1,14,"M",0,0.0908305616567235,0.995499375722319
"639",639,"Buckeye Partners",3648.1,"Clark C. Smith","Chairman, President & Chief Executive Officer","Energy","Pipelines","Houston",1,31,"M",0,0.000203684014257034,2.05749543130694e-06
"640",640,"MRC Global",3646,"Andrew R. Lane","President, Chief Executive Officer & Director","Energy","Oil and Gas Equipment, Services","Houston",1,375,"M",0,-0.000112962662602676,2.22044604925031e-16
"641",641,"CME Group",3644.7,"Terrence A. Duffy","Chairman & Chief Executive Officer","Financials","Securities","Chicago",1,269,"M",0,0.0499826241937568,0.920461459588973
"642",642,"Greif",3638.2,"Peter G. Watson","President, Chief Executive Officer & Director","Materials","Packaging, Containers","Delaware, Ohio",1,109,"M",0,0.000335138898866318,1
"643",643,"Nexeo Solutions",3636.9,"David A. Bradley","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","The Woodlands, Texas",1,261,"M",0,0.0834407227414403,0.968429015636608
"644",644,"Cooper-Standard Holdings",3618.1,"Jeffrey S. Edwards","Chairman & Chief Executive Officer","Motor Vehicles & Parts","Motor Vehicles and Parts","Novi, Mich.",1,405,"M",0,0.0526506970724031,0.972509462295601
"645",645,"Urban Outfitters",3616,"Richard A. Hayne","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Philadelphia",1,178,"M",0,0.300005000816185,2.22044604925031e-16
"646",646,"LSC Communications",3603,"Thomas J. Quinlan III","Chairman, President & Chief Executive Officer","Media","Publishing, Printing","Chicago",1,313,"M",0,4.90378298909869e-05,1
"647",647,"Sabre",3598.5,"Sean E. Menke","President, Chief Executive Officer & Director","Technology","Internet Services and Retailing","Southlake, Texas",1,708,"M",0,8.78710481932124e-05,2.22044604925031e-16
"648",648,"Green Plains",3596.2,"Todd A. Becker","President, Chief Executive Officer & Director","Energy","Energy","Omaha",1,16,"M",0,0.000137330705958921,1
"649",649,"Hexion",3591,"Craig A. Rogerson","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Columbus, Ohio",1,450,"M",0,8.6221832626189e-05,0.999999999965394
"650",650,"Stericycle",3580.7,"Charles A. Alutto","President, Chief Executive Officer & Director","Business Services","Waste Management","Lake Forest, Ill.",1,306,"M",0,0.000340708187753469,1
"651",651,"Warner Music Group",3576,"Stephen F. Cooper","President, Chief Executive Officer & Director","Media","Entertainment","New York City",1,460,"M",0,0.000173462544087181,1
"652",652,"Ventas",3574.1,"Debra A. Cafaro","Chairman & Chief Executive Officer","Financials","Real estate","Chicago",1,510,"F",1,0.0453749979820326,0.92327083550531
"653",653,"ScanSource",3568.2,"Michael L. Baur","Chief Executive Officer & Director","Wholesalers","Wholesalers: Electronics and Office Equipment","Greenville, S.C.",1,233,"M",0,0.000454762888223888,0.999999999522499
"654",654,"Pinnacle West Capital",3565.3,"Donald E. Brandt","Chairman, President & Chief Executive Officer","Energy","Utilities: Gas and Electric","Phoenix",1,575,"M",0,0.242787032491068,0.000324405156750323
"655",655,"Scripps Networks Interactive",3561.8,"David M. Zaslav","CEO-Discovery","Media","Entertainment","Knoxville, Tenn.",1,376,"M",0,0.000182572127591635,1
"656",656,"Alexion Pharmaceuticals",3551.1,"Ludwig N. Hantson","Chairman & Chief Executive Officer","Health Care","Pharmaceuticals","New Haven, Conn.",1,259,"M",0,0.000462208026020241,2.22044604925031e-16
"657",657,"Pitney Bowes",3549.9,"Marc B. Lautenbach","President, Chief Executive Officer & Director","Technology","Computers, Office Equipment","Stamford, Conn.",1,142,"M",0,9.84496511619269e-05,0.987360249141154
"658",658,"CIT Group",3545.3,"Ellen R. Alemany","Chairwoman & CEO","Financials","Commercial Banks","New York City",1,448,"F",1,0.120264248067031,0.336373648827251
